"first_name","last_name","gender","past_3_years_bike_related_purchases","dob","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","Rank","Value","age","age_category"
"Pietra","Buckleigh","Female",9,"1949-04-29","Engineer III","n/a","High Net Worth","N","No",13,"387 Dixon Alley","2024","NSW","Australia","10","85","1.33",74,"Seniors"
"Marysa","Rouchy","Female",8,"1999-02-15","Assistant Media Planner","Entertainment","Affluent Customer","N","No",5,"411 Twin Pines Way","2026","NSW","Australia","9","85","1.33",24,"Young adults"
"Kahaleel",NULL,"Male",5,"1942-11-01","GIS Technical Architect","n/a","High Net Worth","N","No",13,"12 Arapahoe Park","2035","NSW","Australia","12","88","1.31",81,"Seniors"
"Ossie","Midden","Male",49,"1950-02-10","Physical Therapy Assistant","Manufacturing","Mass Customer","N","Yes",14,"4915 Debra Center","2479","NSW","Australia","9","89","1.31",73,"Seniors"
"Sid","Carlone","Male",24,"1971-08-18","Structural Engineer","Health","Affluent Customer","N","No",16,"76 Sunnyside Avenue","4670","QLD","Australia","2","89","1.31",52,"Middle adults"
"Ludovico","Juster","Male",93,"1992-04-19","Environmental Specialist","n/a","Affluent Customer","N","No",15,"1 Talisman Avenue","2125","NSW","Australia","10","89","1.31",31,"Young adults"
"Patricia","Everix","Female",34,"1978-02-19","Director of Sales","Health","Mass Customer","N","No",19,"91164 Washington Terrace","2263","NSW","Australia","7","89","1.31",45,"Middle adults"
"Andromache","Bonafacino","Female",84,"1977-09-01",NULL,"Retail","Mass Customer","N","No",11,"74 Carpenter Street","2015","NSW","Australia","9","89","1.31",46,"Middle adults"
"Levy","Abramamov","Male",94,"1952-09-21","Teacher","n/a","Affluent Customer","N","Yes",14,"6776 Anderson Center","4037","QLD","Australia","8","89","1.31",71,"Seniors"
"Jehu","Prestedge","Male",91,"1999-10-20",NULL,"Manufacturing","High Net Worth","N","Yes",8,"88 Annamark Avenue","2138","NSW","Australia","12","96","1.30",24,"Young adults"
"Symon","Mawne","Male",18,"1943-02-08","Human Resources Assistant IV","Property","Mass Customer","N","Yes",15,"37439 High Crossing Circle","3350","VIC","Australia","4","96","1.30",80,"Seniors"
"Karlik","Penchen","Male",60,"1994-10-31","Nurse Practicioner","Retail","Mass Customer","N","No",11,"5 Nevada Point","4017","QLD","Australia","6","96","1.30",29,"Young adults"
"Bengt","Bilson","Male",26,"1972-11-02","Structural Engineer","Manufacturing","High Net Worth","N","No",11,"67 Grayhawk Circle","2232","NSW","Australia","10","99","1.30",51,"Middle adults"
"Evangelin","Boc","Female",30,"2000-05-09","Structural Analysis Engineer","Manufacturing","High Net Worth","N","Yes",14,"0 Meadow Ridge Street","3173","VIC","Australia","8","99","1.30",23,"Young adults"
"Hanny","Treven","Female",84,"1991-01-22","Associate Professor","Retail","Mass Customer","N","No",3,"5 Quincy Street","4118","QLD","Australia","4","99","1.30",32,"Young adults"
"Gina","Mallon","Female",56,"1994-02-11","Dental Hygienist","Health","Mass Customer","N","No",12,"13025 Johnson Plaza","4670","QLD","Australia","2","102","1.29",29,"Young adults"
"Reynold","Elman","Male",19,"1940-01-18","Marketing Manager","Manufacturing","Mass Customer","N","No",9,"966 Sunnyside Center","2390","NSW","Australia","2","102","1.29",83,"Seniors"
"Flossy","Concannon","Female",64,"1980-10-20","Staff Accountant IV","Financial Services","Affluent Customer","N","No",8,"802 Mallory Park","3919","VIC","Australia","2","104","1.29",43,"Middle adults"
"Cristen","Wiltshire","Female",59,"1961-10-20","VP Sales","Financial Services","High Net Worth","N","Yes",15,"93 Judy Drive","3047","VIC","Australia","6","104","1.29",62,"Mature adults"
"Lyon","Brittan","Male",14,"1972-04-23","Sales Representative","Retail","High Net Worth","N","No",19,"540 Sachs Road","3153","VIC","Australia","8","104","1.29",51,"Middle adults"
"Aridatha","Sephton","Female",95,"1961-10-22","Human Resources Assistant II","n/a","Mass Customer","N","No",5,"422 Forster Circle","2340","NSW","Australia","1","104","1.29",62,"Mature adults"
"Michal","Bryan","Female",1,"1969-11-09",NULL,"Manufacturing","Mass Customer","N","Yes",16,"4275 Bluestem Pass","4000","QLD","Australia","8","104","1.29",54,"Middle adults"
"Franciska","Stigell","Female",95,"1968-11-15","Food Chemist","Health","Mass Customer","N","Yes",7,"6 Anderson Junction","3802","VIC","Australia","7","111","1.28",55,"Mature adults"
"Jordan","Clampe","Male",37,"1939-12-09","Staff Scientist","Financial Services","Mass Customer","N","Yes",11,"276 Westend Road","4207","QLD","Australia","5","111","1.28",84,"Seniors"
"David","Napoleon","Male",72,"1961-11-05","Structural Engineer","n/a","High Net Worth","N","No",14,"69 Garrison Point","2223","NSW","Australia","11","111","1.28",62,"Mature adults"
"Meriel","Tapp","Female",0,"1995-08-13","VP Sales","IT","Mass Customer","N","No",5,"65 Milwaukee Hill","3280","VIC","Australia","2","114","1.28",28,"Young adults"
"Dolley","Starmont","Female",53,"1977-11-08","Geologist IV","Manufacturing","Affluent Customer","N","No",18,"4252 Dovetail Pass","4129","QLD","Australia","6","114","1.28",46,"Middle adults"
"Frederik","Milan","Male",45,"1997-11-13",NULL,"Health","Mass Customer","N","No",5,"56 Riverside Street","2546","NSW","Australia","5","114","1.28",26,"Young adults"
"Rollo","Louedey","Male",64,"1946-07-09","Information Systems Manager","Telecommunications","Affluent Customer","N","Yes",17,"7 Cascade Park","2089","NSW","Australia","9","114","1.28",77,"Seniors"
"Jerrine","Cosbey","Female",21,"1978-01-11","Junior Executive","Financial Services","High Net Worth","N","Yes",6,"29307 Russell Avenue","3094","VIC","Australia","9","114","1.28",45,"Middle adults"
"Roddy","Rubinshtein","Male",37,"1987-10-08","Nurse Practicioner","Retail","Mass Customer","N","Yes",4,"3 Mcguire Crossing","4510","QLD","Australia","7","114","1.28",36,"Middle adults"
"Viki","Coutts","Female",2,"1952-12-14","Automation Specialist II","Property","Mass Customer","N","Yes",7,"6 Golf View Alley","2287","NSW","Australia","4","120","1.26",71,"Seniors"
"Ashby","Bispham","Male",71,"1981-10-29","Software Consultant","Retail","Affluent Customer","N","No",4,"83716 Russell Lane","2145","NSW","Australia","8","120","1.26",42,"Middle adults"
"Alexander","Broadbent","Male",57,"1997-05-28","Desktop Support Technician","n/a","Mass Customer","N","No",9,"265 Stephen Trail","2209","NSW","Australia","10","120","1.26",26,"Young adults"
"Teddy","Lagadu","Female",86,"1969-07-20","Design Engineer","n/a","High Net Worth","N","No",6,"2 Charing Cross Trail","2759","NSW","Australia","8","120","1.26",54,"Middle adults"
"Peria","Rantoull","Female",3,"1975-03-13","Financial Analyst","Financial Services","Mass Customer","N","No",4,"8350 Moulton Terrace","4500","QLD","Australia","4","120","1.26",48,"Middle adults"
"Ludvig","Andren","Male",44,"1941-02-22","Media Manager III","n/a","High Net Worth","N","Yes",15,"578 Waywood Circle","4306","QLD","Australia","5","125","1.26",82,"Seniors"
"Elsworth","Abbitt","Male",71,"1956-02-08",NULL,"Health","Mass Customer","N","Yes",6,"9722 Northport Way","3500","VIC","Australia","3","125","1.26",67,"Seniors"
"Rebeca","Aggas","Female",66,"1953-02-27","Social Worker","Health","Affluent Customer","N","No",21,"7026 Katie Lane","3818","VIC","Australia","1","127","1.25",70,"Seniors"
"Ricki","Dobrowski","Male",13,"1975-03-10","Civil Engineer","Manufacturing","Mass Customer","N","Yes",9,"8 Eggendart Pass","2835","NSW","Australia","1","127","1.25",48,"Middle adults"
"Georgetta","Lovett","Female",42,"1940-02-02","Editor","Retail","Mass Customer","N","No",12,"1 Bluejay Place","4405","QLD","Australia","1","127","1.25",83,"Seniors"
"Bambi","Cogger","Female",51,"1990-07-12","Design Engineer","Retail","Affluent Customer","N","Yes",5,"28970 Monument Lane","2560","NSW","Australia","7","127","1.25",33,"Young adults"
"Evonne","Bembridge","Female",9,"1969-07-06","Recruiting Manager","Retail","Mass Customer","N","Yes",14,"13272 Basil Avenue","3103","VIC","Australia","9","259","1.06",54,"Middle adults"
"Aurie","Rhead","Female",78,"1962-07-28","Geological Engineer","Manufacturing","Affluent Customer","N","Yes",5,"235 Mendota Court","2650","NSW","Australia","2","127","1.25",61,"Mature adults"
"Farris","Skettles","Male",38,"1965-07-03","Payment Adjustment Coordinator","n/a","Mass Customer","N","Yes",13,"49309 Redwing Lane","3240","VIC","Australia","7","132","1.25",58,"Mature adults"
"Sharline","Abyss","Female",11,"1960-03-18",NULL,"n/a","Mass Customer","N","Yes",15,"367 Bay Point","4011","QLD","Australia","4","133","1.24",63,"Mature adults"
"Nowell","Preddy","Male",29,"1985-07-23",NULL,"Manufacturing","Mass Customer","N","No",9,"932 Glendale Avenue","2173","NSW","Australia","9","133","1.24",38,"Middle adults"
"Lacy","Drance","Female",27,"1978-02-05","Graphic Designer","Manufacturing","Affluent Customer","N","Yes",14,"492 Waywood Lane","2750","NSW","Australia","8","133","1.24",45,"Middle adults"
"Padraig","Snel","Male",89,"1970-11-08","Staff Accountant II","n/a","Mass Customer","N","No",19,"12683 Mifflin Point","2114","NSW","Australia","7","133","1.24",53,"Middle adults"
"Malorie","Votier","Female",90,"1990-05-29","Graphic Designer","Manufacturing","Affluent Customer","N","No",4,"6160 Weeping Birch Hill","4509","QLD","Australia","5","133","1.24",33,"Young adults"
"Shepperd","Ricards","Male",28,"1967-09-27","Social Worker","Health","Mass Customer","N","Yes",16,"7 Oakridge Lane","2284","NSW","Australia","4","133","1.24",56,"Mature adults"
"Daryl","Pauncefort","Female",12,"1979-06-18","Community Outreach Specialist","Financial Services","Mass Customer","N","Yes",12,"0 Dexter Parkway","2380","NSW","Australia","3","133","1.24",44,"Middle adults"
"Norina","Blakeway","Female",60,"1980-02-11","Programmer Analyst II","Property","Mass Customer","N","Yes",3,"75813 Lawn Lane","3081","VIC","Australia","8","133","1.24",43,"Middle adults"
"My","Chaston","Male",92,"1966-07-16","Desktop Support Technician","Manufacturing","Affluent Customer","N","Yes",16,"74613 Northport Park","3765","VIC","Australia","9","133","1.24",57,"Mature adults"
"Grannie","Cracker","Male",28,"1949-03-06","VP Marketing","Retail","Mass Customer","N","Yes",20,"87254 Hermina Pass","4217","QLD","Australia","8","142","1.24",74,"Seniors"
"Welby","Lourenco","Male",6,"1975-12-27","Senior Cost Accountant","Financial Services","High Net Worth","N","Yes",17,"801 Atwood Alley","2138","NSW","Australia","9","144","1.23",48,"Middle adults"
"Glenn","Casbourne","Female",4,"1981-08-08","Senior Editor","Manufacturing","Mass Customer","N","No",6,"2 Morrow Alley","4207","QLD","Australia","1","144","1.23",42,"Middle adults"
"Nadiya","Balasini","Female",40,"1950-11-05","Sales Associate","Financial Services","Mass Customer","N","No",15,"92934 Mallory Trail","2164","NSW","Australia","9","146","1.23",73,"Seniors"
"Tyne","Coate","Female",82,"1965-07-15","Developer II","Manufacturing","Mass Customer","N","No",17,"90820 Thackeray Street","2218","NSW","Australia","8","146","1.23",58,"Mature adults"
"Christie","Anders","Male",38,"1969-10-02","VP Marketing","Retail","Mass Customer","N","No",16,"48 Ludington Plaza","2153","NSW","Australia","10","146","1.23",54,"Middle adults"
"Agnella","Capener","Female",58,"1969-05-21","Teacher","Health","High Net Worth","N","No",19,"49185 Derek Circle","3977","VIC","Australia","6","146","1.23",54,"Middle adults"
"Bernardine","Delmonti","Female",39,"1971-03-31",NULL,"Property","Mass Customer","N","No",17,"0721 Meadow Ridge Pass","2540","NSW","Australia","8","146","1.23",52,"Middle adults"
"Daisy","Spowart","Female",60,"1967-12-18","Staff Accountant I","Health","Affluent Customer","N","Yes",4,"115 Westridge Road","4570","QLD","Australia","3","146","1.23",56,"Mature adults"
"Denys","Minshall","Female",30,"1961-12-26","Environmental Tech","Manufacturing","Affluent Customer","N","Yes",14,"7 Myrtle Lane","2324","NSW","Australia","8","152","1.22",62,"Mature adults"
"Archibald","Blessed","Male",61,"1969-02-10","VP Sales","Financial Services","Mass Customer","N","Yes",18,"7795 Memorial Drive","2016","NSW","Australia","11","153","1.22",54,"Middle adults"
"Bill",NULL,"Female",74,"1963-04-24","Human Resources Assistant II","Property","Mass Customer","N","Yes",19,"6704 Pine View Lane","2170","NSW","Australia","9","155","1.20",60,"Mature adults"
"Tessa","Friese","Female",89,"1976-10-24","Health Coach II","Financial Services","Mass Customer","N","No",21,"98158 Alpine Point","4212","QLD","Australia","9","157","1.20",47,"Middle adults"
"Roseanne","Caruth","Female",16,"1957-05-25","Programmer Analyst III","Health","Mass Customer","N","No",7,"33652 Lyons Alley","2763","NSW","Australia","9","158","1.19",66,"Seniors"
"Tedra","Goodbanne","Female",4,"1978-01-15","Senior Quality Engineer","n/a","Mass Customer","N","Yes",6,"8 Debs Road","3934","VIC","Australia","9","158","1.19",45,"Middle adults"
"Roberto","Harme","Male",27,"1951-06-11","Environmental Tech","n/a","High Net Worth","N","No",10,"101 Starling Pass","2564","NSW","Australia","9","158","1.19",72,"Seniors"
"Nichole","Leisman","Male",37,"1986-08-07","Geologist III","Property","Affluent Customer","N","No",4,"35151 Bunker Hill Crossing","2068","NSW","Australia","12","158","1.19",37,"Middle adults"
"Amil","Ennor","Female",23,"1995-08-04","Health Coach II","Health","Mass Customer","N","Yes",10,"2093 Amoth Pass","3109","VIC","Australia","11","158","1.19",28,"Young adults"
"Shawna","Hinrichsen","Female",60,"1969-08-27","Assistant Professor","Manufacturing","Affluent Customer","N","Yes",9,"57343 Eagan Avenue","2326","NSW","Australia","2","163","1.18",54,"Middle adults"
"Fonsie","Levane","Male",96,"1951-07-10","Account Representative III","n/a","High Net Worth","N","Yes",19,"83 Armistice Terrace","4011","QLD","Australia","3","163","1.18",72,"Seniors"
"Emilie","Brody","Female",3,"1979-05-22","Director of Sales","n/a","Mass Customer","N","Yes",3,"5388 Burrows Alley","2073","NSW","Australia","11","163","1.18",44,"Middle adults"
"Robert","Corkill","Male",55,"1976-03-12","Clinical Specialist","Health","Mass Customer","N","No",4,"5612 Toban Point","2227","NSW","Australia","10","166","1.18",47,"Middle adults"
"Elvira","Kurten","Female",65,"1973-03-18","Assistant Professor","Financial Services","High Net Worth","N","No",12,"65 Ridge Oak Court","2471","NSW","Australia","3","166","1.18",50,"Middle adults"
"Juliana","Mitchenson","Female",55,"1989-01-05","Environmental Tech","Manufacturing","Mass Customer","N","Yes",8,"74 Russell Terrace","4350","QLD","Australia","4","166","1.18",34,"Young adults"
"Regine","Bownes","Female",99,"1952-07-01","Senior Developer","Retail","Affluent Customer","N","No",15,"255 Loeprich Lane","3752","VIC","Australia","9","166","1.18",71,"Seniors"
"Alvira","Coulman","Female",42,"1955-06-05","Account Representative II","n/a","Affluent Customer","N","No",14,"823 Wayridge Trail","2205","NSW","Australia","9","166","1.18",68,"Seniors"
"Sawyer","Sponton","Male",36,"1956-02-22","Help Desk Technician","Property","Mass Customer","N","Yes",10,"5 Golf Terrace","2126","NSW","Australia","11","166","1.18",67,"Seniors"
"Feodor","Vickers","Male",60,"1989-11-18","VP Quality Control","Financial Services","Mass Customer","N","Yes",4,"40809 Truax Way","2209","NSW","Australia","6","173","1.17",34,"Young adults"
"Paten","Cayet","Male",56,"1995-02-19","Assistant Manager","Manufacturing","Affluent Customer","N","Yes",16,"1398 Burning Wood Way","3850","VIC","Australia","1","174","1.17",28,"Young adults"
"Loria","Tappington","Female",72,"1955-09-06","Research Assistant IV","Property","Mass Customer","N","No",5,"3920 Swallow Junction","3038","VIC","Australia","8","174","1.17",68,"Seniors"
"Tanya","Kiefer","Female",54,"1992-07-05","Speech Pathologist","Telecommunications","High Net Worth","N","No",7,"4 Warner Park","2146","NSW","Australia","9","174","1.17",31,"Young adults"
"Devonne","Alderwick","Female",79,"1939-01-29","Research Associate","n/a","High Net Worth","N","Yes",9,"534 Lien Lane","3122","VIC","Australia","7","177","1.16",84,"Seniors"
"Omero","McDonand","Male",51,"1952-04-01","Software Consultant","Manufacturing","Mass Customer","N","No",16,"48 Shoshone Park","2066","NSW","Australia","9","177","1.16",71,"Seniors"
"Iain","Haversham","Male",92,"1950-12-26","Sales Representative","Retail","Mass Customer","N","Yes",13,"170 Briar Crest Place","2120","NSW","Australia","10","177","1.16",73,"Seniors"
"Keriann","Newham","Female",71,"1975-03-26","Assistant Manager","Financial Services","Mass Customer","N","No",5,"0193 Northland Street","4179","QLD","Australia","9","177","1.16",48,"Middle adults"
"Conroy","Rappaport","Male",39,"1965-01-08","Assistant Manager","Health","High Net Worth","N","No",9,"5219 Pearson Drive","2148","NSW","Australia","9","181","1.16",58,"Mature adults"
"Dorian","Rustman","Male",78,"1974-12-09","Junior Executive","Manufacturing","Mass Customer","N","No",18,"6156 Summit Center","4352","QLD","Australia","7","181","1.16",49,"Middle adults"
"Quillan","Guinane","Male",36,"1946-03-24","Community Outreach Specialist","n/a","High Net Worth","N","Yes",21,"803 Badeau Point","2177","NSW","Australia","8","181","1.16",77,"Seniors"
